台湾频道,#genre#
Spotv2,http://193.233.206.48:8090/live/rx3/267/e3cbb805efa29bb3594631fb4f9c2e31/index.m3u8
SBS Sports,http://193.233.206.48:8090/live/rx3/487/e3efaa7a5db0a7b02e23dd44d9aee349/index.m3u8
bt espn hd,http://193.233.206.48:8090/live/rx3/2790/ca7acd68c82546ea554a6d9a79322bac/index.m3u8
ESPN 1,http://193.233.206.48:8090/live/rx4/1182/3064b9cc2d1850c1ef451c5377a191d4/index.m3u8
ESPN 1,http://193.233.206.48:8090/live/rx3/2788/b58b39b8f0db8cd8104ca9f952797f68/index.m3u8
ESPN 2,http://193.233.206.48:8090/live/rx4/1183/bdfd20296db2e900b1bb7be38fa5ec6b/index.m3u8
ESPN 2,http://193.233.206.48:8090/live/rx3/2789/d37a53fa341c34d11982a033dc79de04/index.m3u8
NBA,http://193.233.206.48:8090/live/rx3/2792/e84cc4a1c4169434dea3e6b1930c7c19/index.m3u8
NBA TV US,http://193.233.206.48:8090/live/rx4/1185/10eec00c5b0fd528312592c8d09b42eb/index.m3u8
Fox Sport 1,http://193.233.206.48:8090/live/rx4/1186/590ab1b3a7c3a967dd25e0030d262ed8/index.m3u8
Fox Sport 2,http://193.233.206.48:8090/live/rx4/1187/c8fd145a9ca30c5c22b9a16f1dae90ac/index.m3u8
TSN 1,http://193.233.206.48:8090/live/rx4/1273/dbf74b1a19738fd82aaa16c13817dd95/index.m3u8
TSN 2,http://193.233.206.48:8090/live/rx4/1274/f0cb97ea284cb759a80eaafc520d2573/index.m3u8
TSN 3,http://193.233.206.48:8090/live/rx4/1275/794be2c3c163063a22cbcfb534888e6c/index.m3u8
TSN 4,http://193.233.206.48:8090/live/rx4/1276/3dbc1cf2fb7b4484c71b4ae764507ce8/index.m3u8
TSN 5,http://193.233.206.48:8090/live/rx4/1277/5076b24a1420d294bc783016c676bc4b/index.m3u8
SportNet ON,http://193.233.206.48:8090/live/rx4/1278/4de09bc6aaa676c677514adfc0d2e531/index.m3u8
SportNet One,http://193.233.206.48:8090/live/rx4/1279/ea45060824f04de1b09f622005e9a965/index.m3u8
SportNet World,http://193.233.206.48:8090/live/rx4/1280/41c4d78b453261c573ed22c19c1b997f/index.m3u8
SportNet 360,http://193.233.206.48:8090/live/rx4/1281/761bd48b289986ca4570124d775454b1/index.m3u8
NBA CA,http://193.233.206.48:8090/live/rx4/1282/cf554f59bba3264cbd142854510f20d5/index.m3u8
E ent,http://193.233.206.48:8090/live/rx3/1392/274a1c9bdc049ddcfb742a507127f112/index.m3u8
Freesports,http://193.233.206.48:8090/live/rx3/1412/b1b2272cb19a12b038b0454aa0e96fcf/index.m3u8
BT Sport 2,http://193.233.206.48:8090/live/rx3/166/8d832dde9d69148cb64d6298c051bb01/index.m3u8
BT Sport 3,http://193.233.206.48:8090/live/rx3/167/1bed3418576b88bab681808fc96e7631/index.m3u8
BT Sport 1,http://193.233.206.48:8090/live/rx3/165/c659c2d9e30c0cf235f9037474edd684/index.m3u8
Sky Sports 1,http://193.233.206.48:8090/live/rx3/172/ee57c1ec32c44da04d7eca94cfde7c50/index.m3u8
Sky Sport 2,http://193.233.206.48:8090/live/rx3/171/77378a6edd6bd7dcb3bd5ed805cec902/index.m3u8
Sky Sports F1,http://193.233.206.48:8090/live/rx3/182/4b06ec5db5b5936b87e9c48ed026b0e4/index.m3u8
Sky Sport 3,http://193.233.206.48:8090/live/rx3/183/856bdf3bcbe6e528271d877f631244b0/index.m3u8
Sky Sport 4,http://193.233.206.48:8090/live/rx3/417/488696b1b30fb82d8f023c367ffea4d3/index.m3u8
sky sports racing hd,http://193.233.206.48:8090/live/rx3/2778/c3af88032e80e857cefbe43055e01bdc/index.m3u8
sky sports mix,http://193.233.206.48:8090/live/rx3/2780/680f1a9ebadc557ef8a23ff603c174f6/index.m3u8
sky sports arena,http://193.233.206.48:8090/live/rx3/2781/953cedcb37454aef851443d7a769a982/index.m3u8
sky sports football,http://193.233.206.48:8090/live/rx3/2782/181b65b291a845838dd3472bfd232e36/index.m3u8
sky sports premier league,http://193.233.206.48:8090/live/rx3/2783/fa44e6d515de6586d5fd3847a18f278c/index.m3u8
sky sports the open,http://193.233.206.48:8090/live/rx3/2784/afa32d583f34d16f80715bac765e7ee0/index.m3u8
sky sports action,http://193.233.206.48:8090/live/rx3/2785/ffd54f016bdbc24b9e073b8f2b282cfb/index.m3u8
sky sports cricket,http://193.233.206.48:8090/live/rx3/2786/489d904d87a86f8deda1dd408a0c18b4/index.m3u8
Bein Sport 4 Max,http://193.233.206.48:8090/live/rx3/1405/7a14a7e2624f54d310f54bc5afd906a9/index.m3u8
Bein Sport 5 Max,http://193.233.206.48:8090/live/rx3/1450/657186c87a9df947b1b81000981e17fb/index.m3u8
Bein Sport 1,http://193.233.206.48:8090/live/rx3/1085/73d4993983dd93b21439d6f88f3791f1/index.m3u8
Bein Sport 3,http://193.233.206.48:8090/live/rx3/2230/6ee0223c89cc5367ff755656412c536b/index.m3u8
SKY SPORT ARENA,http://193.233.206.48:8090/live/rx4/2739/f1494835b94db37ef743df19582379d4/index.m3u8
SKY F1,http://193.233.206.48:8090/live/rx4/2740/dde19a10dd8111e814edc564eceab0d4/index.m3u8
Sky sport uno,http://193.233.206.48:8090/live/rx3/1597/d09fa6e4a2b33aee5ddb635f5a97cb93/index.m3u8
Rai Sport,http://193.233.206.48:8090/live/rx3/1613/409e8b82bbabee5231fc13b29e0fde39/index.m3u8
Suria,http://193.233.206.48:8090/live/rx3/434/e2156b84dec51b68e8c198ae55d8d20e/index.m3u8
Astro Sp1,http://193.233.206.48:8090/live/rx3/444/35cc0b26da47d3134b8d49ca5215130d/index.m3u8
ASSP1_HD,http://193.233.206.48:8090/live/rx3/1070/1cacfa614a0ffbf19bee31442b6a2141/index.m3u8
Astro Sp2,http://193.233.206.48:8090/live/rx3/445/cbde5e2b1343158126a30b231ed193f8/index.m3u8
ASSP2_HD,http://193.233.206.48:8090/live/rx3/1071/e4d038b41ffcf0efeef231d345553f87/index.m3u8
Astro Sp4,http://193.233.206.48:8090/live/rx3/447/395384e449d1b258c17eee5c367844ec/index.m3u8
Astro Sp5,http://193.233.206.48:8090/live/rx3/2432/7ec6886f56653cb7785835ccc8abb0f3/index.m3u8
beIN SPORTS,http://193.233.206.48:8090/live/rx4/2518/853e27bbb2cefa31e63c38c428cf36b9/index.m3u8
NBA TV,http://193.233.206.48:8090/live/rx4/2708/affe9ceafdfa7d40ba68f2ca012c31e8/index.m3u8
Sport TV 1,http://193.233.206.48:8090/live/rx1/1779/7b2788b9d65432edaeaa7c3f529b5a5f/index.m3u8
Sport TV 2,http://193.233.206.48:8090/live/rx1/1785/753c78fa5c4c14e495b022e852f1dfe0/index.m3u8
Sport TV 3,http://193.233.206.48:8090/live/rx1/2135/dc354f22c340b6407ff296f55e2c253b/index.m3u8
纪实频道,#genre#
TLC,http://193.233.206.48:8090/live/rx3/2275/3b83db61393abf7feebc67adffa352d4/index.m3u8
TLC,http://193.233.206.48:8090/live/rx4/1533/4a26c62bffceb54bc53459f853986fa6/index.m3u8
Fashion One,http://193.233.206.48:8090/live/rx1/113/dfb1dcf92545b874cf5966c0c074599f/index.m3u8
CI罪案侦查,http://193.233.206.48:8090/live/rx3/2303/a97556504c794481c5d33850714154f3/index.m3u8
BBC Lifestyle,http://193.233.206.48:8090/live/rx1/424/921ea97a306d179c99f747a4d39978fb/index.m3u8
BBC EARTH,http://193.233.206.48:8090/live/rx1/97/45791103e695b39e6e578129630cb50a/index.m3u8
Pet Club,http://193.233.206.48:8090/live/rx1/368/dc47be3c4240de9f0fbb078ad5356c8e/index.m3u8
TV5MONDE STYLE,http://193.233.206.48:8090/live/rx1/389/775d2b950ebe4f0ac0223f1e512c2d97/index.m3u8
法国时装,http://193.233.206.48:8090/live/rx3/2287/935c13eb39e96bbd4fa1db9c3f2c2225/index.m3u8
TLC Canada,http://193.233.206.48:8090/live/rx4/1262/ee7f605d40c2c0667f0505346655ac08/index.m3u8
Food Network Canada,http://193.233.206.48:8090/live/rx4/1265/43c2cd93b59a0b41298cc534ce3d401d/index.m3u8
History,http://193.233.206.48:8090/live/rx3/1413/de6db66839e802fb6c921a6377ce9108/index.m3u8
Food Network 英,http://193.233.206.48:8090/live/rx3/1421/79227caa66cd540da019df21698a655f/index.m3u8
少儿频道,#genre#
Nick Jr.,http://193.233.206.48:8090/live/rx3/50/8f7c2bdefd8e2847f96da6b7a185c549/index.m3u8
Dreamworks,http://193.233.206.48:8090/live/rx1/48/5b28792fba8b949c3e4f63e20e9b3c7a/index.m3u8
Animax,http://193.233.206.48:8090/live/rx1/59/d87809db4c48b660822b3878e01aaf61/index.m3u8
i-Fun动漫,http://193.233.206.48:8090/live/rx2/1127/5815c1c1e2a1086ca9977a807ab7c21d/index.m3u8
i-Fun动漫,http://193.233.206.48:8090/live/rx1/2802/514364caee36447e184d085a3baa298e/index.m3u8
达文西,http://193.233.206.48:8090/live/rx3/68/b705e08284d813fa693a1c706eb1245d/index.m3u8
Treehouse,http://193.233.206.48:8090/live/rx3/55/45e568dd9ead92a003ea3a818400a5de/index.m3u8
Nickj,http://193.233.206.48:8090/live/rx3/53/9d4bc169c15f63d2911a9cf6e83559cd/index.m3u8
Disney,http://193.233.206.48:8090/live/rx4/5/50db0324e440310b91c1f200c42e33e2/index.m3u8
Disneyxd,http://193.233.206.48:8090/live/rx4/31/5c2d10e29fdc74d79b5a4ac37a76de58/index.m3u8
Disneyj,http://193.233.206.48:8090/live/rx3/47/b960e222e0b5d7b590b5573df7212e68/index.m3u8
Boomerang,http://193.233.206.48:8090/live/rx1/57/c41680cbac5f05d56c720d2ea686cf7d/index.m3u8
音乐宗教,#genre#
Mezzo Live,http://193.233.206.48:8090/live/rx1/60/44954840698cee30faa3c76b937dcceb/index.m3u8
希望电视,http://193.233.206.48:8090/live/rx1/67/2432e9ebe1a457c965fa1d261867099c/index.m3u8
唯心电视,http://193.233.206.48:8090/live/rx1/1150/4a66e21952e75ac595beac67f0156e94/index.m3u8
人间卫视,http://193.233.206.48:8090/live/rx1/101/7c34ccc90f027a69666083f45e4dc239/index.m3u8
Trace Urban,http://193.233.206.48:8090/live/rx1/1003/8028853551512eb8b986c0c33911e412/index.m3u8
佛卫慈悲台,http://193.233.206.48:8090/live/rx1/1306/f308927e6bd993b33a533993a345ba79/index.m3u8
にっぽん,#genre#
スカイA,http://193.233.206.48:8090/live/rx3/2433/20292cbc43b2cc2a003fd3abab522538/index.m3u8
日テレニュース24,http://193.233.206.48:8090/live/rx3/292/ca9147f1fcd8d1d64b8c5663bf9a862e/index.m3u8
フジone,http://193.233.206.48:8090/live/rx3/2300/90ecb05b8f79310632694af1150c8b81/index.m3u8
フジ two,http://193.233.206.48:8090/live/rx3/2301/374b620ef493f5a977c95d24af0f834e/index.m3u8
フジ next,http://193.233.206.48:8090/live/rx3/2750/cd6c31c5fc05ffbc5f9799bf85667bf9/index.m3u8
日テレG+,http://193.233.206.48:8090/live/rx3/2298/d2b8bd21e94a7764fded16a6faa8c694/index.m3u8
テレ朝チャンネル1,http://193.233.206.48:8090/live/rx3/2271/56c49b093c57227c50e271c54e7be331/index.m3u8
テレ朝チャンネル2,http://193.233.206.48:8090/live/rx3/2344/a05b97b3973f667fce59fea557a63bb4/index.m3u8
スポーツライブ＋,http://193.233.206.48:8090/live/rx3/2343/d1798999bcb7712cf9c67856bd8496fc/index.m3u8
読売テレビ,http://193.233.206.48:8090/live/rx3/198/3377313a6f7df263c023813a888d4902/index.m3u8
関西テレビ,http://193.233.206.48:8090/live/rx3/235/b8501f3926fc52dc02eb20bf0e0b74dd/index.m3u8
BS日テレ,http://193.233.206.48:8090/live/rx3/240/cd8709b641df6f17aa9db04e9ef20edc/index.m3u8
BS朝日,http://193.233.206.48:8090/live/rx3/241/35fd7a7c8579f11bcca1d51c8169a8fc/index.m3u8
BS-TBS,http://193.233.206.48:8090/live/rx3/242/ad46920a8b1a0b2bdc3995d139e00119/index.m3u8
BSテレビ东京,http://193.233.206.48:8090/live/rx3/243/eb6eb12331ece17e1660e17aedfe392e/index.m3u8
BSフジ,http://193.233.206.48:8090/live/rx3/244/3a41e3db32d0f09b01d1f11e1f7fa32f/index.m3u8
旅チャンネル,http://193.233.206.48:8090/live/rx3/2304/d96fff7e3c764924072770e730a48616/index.m3u8
NHK Eテレ,http://193.233.206.48:8090/live/rx3/120/0ffaa3548d4347c03064ce59507deec6/index.m3u8
NHK综合,http://193.233.206.48:8090/live/rx3/121/ed08564e5726bf5457fa9ecda6d0aafd/index.m3u8
NHK BS Premium,http://193.233.206.48:8090/live/rx3/2807/18df1f68a320351b0f8f21983f1836fd/index.m3u8
サンテレビ,http://193.233.206.48:8090/live/rx1/238/49acb23505fe15e40305da90d3790374/index.m3u8
TOKYO MX 2,http://193.233.206.48:8090/live/rx3/2205/fcf594603abe88c5aac95dfa4ea7f9f1/index.m3u8
时代剧専门チャンネル,http://193.233.206.48:8090/live/rx3/287/e8d04c6331e7e86c0ea47663cb768f48/index.m3u8
TV Tokyo,http://193.233.206.48:8090/live/rx3/123/7dc083470d2125640facfb91e3fed437/index.m3u8
ABC朝日,http://193.233.206.48:8090/live/rx3/127/4815a3ae8e8c9a25a6e011c14fdf83f5/index.m3u8
FU JI,http://193.233.206.48:8090/live/rx3/122/cf473fad53ae605be0bc7ec2f2f2b261/index.m3u8
テレビ东京,http://193.233.206.48:8090/live/rx3/2202/2a11e9407dee4a6ca2408c40dce2ee47/index.m3u8
フジテレビ,http://193.233.206.48:8090/live/rx3/2203/826bb248cc17279cd699538a966579d5/index.m3u8
テレビ朝日,http://193.233.206.48:8090/live/rx3/125/c4cb9c5f80a6635e8bd65cadb272d8a2/index.m3u8
大坂TV,http://193.233.206.48:8090/live/rx3/126/bd730e24450fa559c31aa893402645a7/index.m3u8
WOWOWプライム,http://193.233.206.48:8090/live/rx3/133/4acf9b38feb9af0b0d44c66d0467cb0a/index.m3u8
WOWOWライブ,http://193.233.206.48:8090/live/rx3/134/05321fceb978773e3a52ecb6bf5a2093/index.m3u8
WOWOWシネマ,http://193.233.206.48:8090/live/rx3/135/9bdeb6ad59068e81b88c0ff344f6673f/index.m3u8
スターチャンネル1,http://193.233.206.48:8090/live/rx3/136/9fb951aff29999b64b8c64418ef580cc/index.m3u8
スターチャンネル2,http://193.233.206.48:8090/live/rx3/137/6a5ff0080b2a703659f6a10259b7e7a0/index.m3u8
スターチャンネル3,http://193.233.206.48:8090/live/rx3/138/62566d828a15fb64226d5b04362e6bff/index.m3u8
日本テレビ,http://193.233.206.48:8090/live/rx3/119/889b28f049a99c0609441b9f6ed613d8/index.m3u8
毎日放送,http://193.233.206.48:8090/live/rx3/199/48f3ed352ab0caaa3450d4fddf28ac78/index.m3u8
ゴルフネットワーク,http://193.233.206.48:8090/live/rx3/249/985f0987b3706a78d24620db7a47e45c/index.m3u8
GAORA SPORTS,http://193.233.206.48:8090/live/rx3/296/785786d037a423ea58cdddd56563c8bf/index.m3u8
TBS,http://193.233.206.48:8090/live/rx3/124/5f9a0d05ab9b25f7caa6e7624bdc7898/index.m3u8
TBS,http://193.233.206.48:8090/live/rx3/2201/b4175943ec07cb7caec1b724f68d0c66/index.m3u8
アニマックス,http://193.233.206.48:8090/live/rx3/139/d19466e538d70c8b82f6bd9c4f177f6e/index.m3u8
グリーンチャンネル,http://193.233.206.48:8090/live/rx3/140/415d3a205e69d0e9feb9b84e119cd5ef/index.m3u8
キッズステーション,http://193.233.206.48:8090/live/rx3/289/e49c83258a575b1383bfd3d6ebc76aae/index.m3u8
カートゥーンネットワーク,http://193.233.206.48:8090/live/rx3/1296/642e9beb03981daa193663af8debae1f/index.m3u8
MUSIC ON! TV,http://193.233.206.48:8090/live/rx3/288/270d5c197b350a44bd87ce63149c8533/index.m3u8
BS日本映画専门Ch,http://193.233.206.48:8090/live/rx3/2219/8664ac30945915ceaf14ebf3556c8140/index.m3u8
Disney チャンネル,http://193.233.206.48:8090/live/rx3/290/cfd28f07e69a812010306a5f8faee2a8/index.m3u8
卫星剧场,http://193.233.206.48:8090/live/rx3/2345/c381e0e3f256eb5aa97de7cdb125fc14/index.m3u8
NHK BS1,http://193.233.206.48:8090/live/rx3/239/e7883e31f72c8367888750b84b86cb47/index.m3u8
??,#genre#
KBS???1,http://193.233.206.48:8090/live/rx3/2348/3c6c62f603a03584b7b2dde47beb56d3/index.m3u8
MBC????,http://193.233.206.48:8090/live/rx3/2349/9d5750a435c6ebb7b915a9f3cb2c883d/index.m3u8
I.NET,http://193.233.206.48:8090/live/rx3/2351/a546fb9b4bad74c95a1e0e8ecd4434bd/index.m3u8
SkySports,http://193.233.206.48:8090/live/rx3/2352/db751d14bd1a3e0fbd01127237a346ea/index.m3u8
SBS Sports,http://193.233.206.48:8090/live/rx3/2354/286d9535a3e0db2501fcfd036f16e552/index.m3u8
FTV,http://193.233.206.48:8090/live/rx3/2355/89af66502644da8a47876b5e2e95f37d/index.m3u8
??TV,http://193.233.206.48:8090/live/rx3/2356/b6dfb1a62a8a671fc2ed9b9733d9be90/index.m3u8
OCN Thrills,http://193.233.206.48:8090/live/rx3/2357/9126f748dde165cad5c296cf9e93478e/index.m3u8
Discovery,http://193.233.206.48:8090/live/rx3/2359/336d822075ca0a386f5f659faab52802/index.m3u8
????Tooniverse 39,http://193.233.206.48:8090/live/rx3/2360/e39c7d21a3a184ef9945fa8215af05a4/index.m3u8
????,http://193.233.206.48:8090/live/rx3/2361/1a70a1fb42817432dcc56f04c706e3d2/index.m3u8
KBS1,http://193.233.206.48:8090/live/rx3/2752/ddc439126e21034482716a75cf8d01f5/index.m3u8
KBS2,http://193.233.206.48:8090/live/rx3/2753/f7b3a16b82327a295302093f4854c0b7/index.m3u8
MBC,http://193.233.206.48:8090/live/rx3/251/e7cd454b306cc39919335f5242731de8/index.m3u8
MBN,http://193.233.206.48:8090/live/rx3/257/0a6ea68c2e74f6a6d38d4fdb0fcea528/index.m3u8
MBC???,http://193.233.206.48:8090/live/rx3/265/72c59fcecf63a596b1386897b9d0896e/index.m3u8
JTBC??,http://193.233.206.48:8090/live/rx3/268/321c2db257752d48b6c9bc142d58f045/index.m3u8
JTBC,http://193.233.206.48:8090/live/rx3/253/82ad84f2bd5f5d9b49c07deef393c02a/index.m3u8
OCN,http://193.233.206.48:8090/live/rx3/488/1a87a5041c29e2dfb78d29089aefb7f9/index.m3u8
iNet,http://193.233.206.48:8090/live/rx3/490/ecdf8abca947a5eb644e3005ec285214/index.m3u8
CTS,http://193.233.206.48:8090/live/rx3/491/dca93629512f22c1e1139f6be2e49ef8/index.m3u8
SBS??,http://193.233.206.48:8090/live/rx3/486/c281177104d83999f9105efde9d6c5d8/index.m3u8
OCNMOVIES,http://193.233.206.48:8090/live/rx3/1020/78c278ccd5a7d84795e45c1d0b79941b/index.m3u8
TV CHOSUN,http://193.233.206.48:8090/live/rx3/2333/d6ce13da8d5906f6bf01bb2dcdf54b5f/index.m3u8
Mnet,http://193.233.206.48:8090/live/rx3/1136/7d99fa3e48f10ba24e2146715cbc834d/index.m3u8
MBCevery1,http://193.233.206.48:8090/live/rx3/476/d133189586658eff1ad064d2072c403c/index.m3u8
Tconvers,http://193.233.206.48:8090/live/rx3/1134/82312a3cec73f2ee543ab689fa97ee1b/index.m3u8
??A,http://193.233.206.48:8090/live/rx3/1092/4c42ce93b69d3d268facb335611d7951/index.m3u8
TVN,http://193.233.206.48:8090/live/rx3/295/e8282305cf1de952123c80714c735cc7/index.m3u8
EBS1,http://193.233.206.48:8090/live/rx3/2439/7a34adb309ab000739e18ccada5ea291/index.m3u8
美国频道,#genre#
Sinovision,http://193.233.206.48:8090/live/rx4/1101/0983ee039cc8bf7e9a92a319d19e4c2f/index.m3u8
TLC,http://193.233.206.48:8090/live/rx4/1206/f086f920e386e88dd37a9ee3b5875e64/index.m3u8
FOX,http://193.233.206.48:8090/live/rx4/1218/e67817ed4be6c69192d347ae25f555d0/index.m3u8
CNN USA,http://193.233.206.48:8090/live/rx3/1102/9c8a06282947ec5000b81c036b0c3c08/index.m3u8
Msnbc,http://193.233.206.48:8090/live/rx4/1541/5f15b52d6f358d7c57d732fd5988e4da/index.m3u8
MSNBC,http://193.233.206.48:8090/live/rx3/1104/a26882883c34c2127781f5385fe1cad4/index.m3u8
CNN,http://193.233.206.48:8090/live/rx4/1507/5383d86759fdea78e2b9e0fe5b32e645/index.m3u8
NBC,http://193.233.206.48:8090/live/rx4/1217/f51ff32264c3cb732bc4bdd1b98aa5b9/index.m3u8
NBC,http://193.233.206.48:8090/live/rx4/1509/6cd99f1ff6210d86681e889d11877301/index.m3u8
Fox Business,http://193.233.206.48:8090/live/rx4/1511/caf4673764f412079b0857b8190e749d/index.m3u8
Fox Business,http://193.233.206.48:8090/live/rx3/1108/00686c41aa27072eb2a937abfb7ad1d5/index.m3u8
E!,http://193.233.206.48:8090/live/rx4/1222/6334bc74e5674d664600854cbce2f2cf/index.m3u8
E,http://193.233.206.48:8090/live/rx4/1536/12b2985b7b37ff61bd1af7eef9b88e74/index.m3u8
Hbo East,http://193.233.206.48:8090/live/rx4/1513/67232c37b52cebdc07e818652f9a3249/index.m3u8
HBO Family,http://193.233.206.48:8090/live/rx3/1113/702ea8d5c732b73ca63d36851181cb0a/index.m3u8
HBO Comedy,http://193.233.206.48:8090/live/rx3/1109/1dd01c260eabe5174cc4e3cede14a4be/index.m3u8
Hbo Family,http://193.233.206.48:8090/live/rx4/1512/db9e65b7f6d69d4287ac1f834e217901/index.m3u8
HBO Signature,http://193.233.206.48:8090/live/rx3/1112/f40682f6caa1f614118eda5499c6ebb1/index.m3u8
HBO 2 US,http://193.233.206.48:8090/live/rx3/1111/1f91568c4128a67af36cd9b5a96052ab/index.m3u8
Hbo One,http://193.233.206.48:8090/live/rx4/1514/24322db0df2379346cec4b34c8c09bd9/index.m3u8
HBO 1 US,http://193.233.206.48:8090/live/rx3/1110/f308decfa30071f11a1c31cba6118d7f/index.m3u8
Tennis chan,http://193.233.206.48:8090/live/rx4/1519/f762756bc1ab2d7d2c6425e5e9c924d9/index.m3u8
law and crime,http://193.233.206.48:8090/live/rx4/1540/a67f18a11ef6f0b58705b205a0a99fdc/index.m3u8
Goltv,http://193.233.206.48:8090/live/rx4/1542/54a31d307b4e3409da087138927e05ca/index.m3u8
FX,http://193.233.206.48:8090/live/rx4/1373/4ed12067d61242fcd60c5e77de3b580d/index.m3u8
CNBC,http://193.233.206.48:8090/live/rx4/1555/0d36128838777daef344b7783704eae0/index.m3u8
CNBC,http://193.233.206.48:8090/live/rx3/1106/67a57f233668591d97bbf3048dc460e5/index.m3u8
CW,http://193.233.206.48:8090/live/rx4/1557/d9a3cddf65177959ab69d097ad27ff77/index.m3u8
CW,http://193.233.206.48:8090/live/rx4/1220/004576f2fdfa9aa3eabdb6decbd701c9/index.m3u8
Animal,http://193.233.206.48:8090/live/rx4/1558/80d5f7925f424e28cf8b7e1a9bc70a89/index.m3u8
Animal Planet,http://193.233.206.48:8090/live/rx4/1203/a14db261c1b5ef768193cd237709da0a/index.m3u8
Freeform,http://193.233.206.48:8090/live/rx4/1560/651ab7df99e5d44d8a7e2da5b720e767/index.m3u8
Lifetime Movie Network,http://193.233.206.48:8090/live/rx4/1565/da9201bb28bfb7142cdfeeaf00253fd0/index.m3u8
Showtime,http://193.233.206.48:8090/live/rx4/1568/710f37327e791734956b29c89a2e5c4f/index.m3u8
USA Network,http://193.233.206.48:8090/live/rx4/1571/01cc54d73ee1b870a2c914b60a0bd769/index.m3u8
USA Network,http://193.233.206.48:8090/live/rx4/1230/10cc5992eb2d9005a52a8ef98487085b/index.m3u8
Right Now,https://2-fss-1.streamhoster.com/pl_154/205448-2145652-1/720/rightnowtvSCTE35.m3u8
30A TV,http://193.233.206.48:8090/live/rx4/1052/5de13345920960f71767a12a98826b82/index.m3u8
Atlanta,http://193.233.206.48:8090/live/rx4/1055/6b5b81d99a71b0bdca9406cb6ac9cf9e/index.m3u8
Panama City,http://193.233.206.48:8090/live/rx4/1056/5209f5a4ee1ae65a50ac342b83ec1fbf/index.m3u8
Pawleys Island,http://193.233.206.48:8090/live/rx4/1057/a15af40790394138844e0ac9a998d018/index.m3u8
HGTV,http://193.233.206.48:8090/live/rx4/2311/917ca2897ccccfca72c4a26cdc897d02/index.m3u8
HGTV,http://193.233.206.48:8090/live/rx4/1538/04b7c00da7233c738f356bff6783f8e0/index.m3u8
National Geographic,http://193.233.206.48:8090/live/rx4/2312/ad0f12183666d82f2da58b070cf78cc4/index.m3u8
National Geographic,http://193.233.206.48:8090/live/rx4/1200/e4ab0ca277810bcd5bb47c677ab799b6/index.m3u8
NBC Golf,http://193.233.206.48:8090/live/rx4/1539/46b2ff17842fee6e959c72d03365996f/index.m3u8
Nat Geo Wild,http://193.233.206.48:8090/live/rx4/2313/80399f983965bb378f415cd7d050cc3b/index.m3u8
Nat Geo Wild,http://193.233.206.48:8090/live/rx4/1521/182173710ad3e6d3dc953c491d0b5a4e/index.m3u8
Cinemax,http://193.233.206.48:8090/live/rx4/2314/0cbeeda1e799f71db9fb68f22b81c8e7/index.m3u8
Cinemax,http://193.233.206.48:8090/live/rx4/1518/7829655340a82135ab7f3769ec33b43f/index.m3u8
IFC,http://193.233.206.48:8090/live/rx4/1362/c6c1cf5c24a68bbd72f305ed08f40301/index.m3u8
ESPN NEWS,http://193.233.206.48:8090/live/rx4/1363/82ef5e92034e8703e20bbdeff60b7a8f/index.m3u8
CBS Sport,http://193.233.206.48:8090/live/rx4/1364/4c278cdb663dd8a6bd463485af0929f6/index.m3u8
Fight Box,http://193.233.206.48:8090/live/rx4/1365/84e0e661ef8d486d0ca6da69dc6be06f/index.m3u8
Outdoor,http://193.233.206.48:8090/live/rx4/1368/8e013cfc85153760a8d22afe4796b43d/index.m3u8
SEC Network,http://193.233.206.48:8090/live/rx4/1369/794a78a49d548f39a32ba25bdfefed96/index.m3u8
WGN,http://193.233.206.48:8090/live/rx4/1372/89acf07a1b582cf6caa6381cc307f01c/index.m3u8
Fuse,http://193.233.206.48:8090/live/rx4/1376/ee00675b50a52a6fb6bdba453a725902/index.m3u8
FX Movie,http://193.233.206.48:8090/live/rx4/1380/5931b0e76417f5881d4958b6fc03e3df/index.m3u8
Comet,http://193.233.206.48:8090/live/rx4/1381/99a76901c2c8ea757c6943bf34343349/index.m3u8
5 Star Max,http://193.233.206.48:8090/live/rx3/1174/ce7498c8d98bde90aafa5b9126e47fc0/index.m3u8
Action Max,http://193.233.206.48:8090/live/rx4/1175/80eb05e91a96476406fc36675529e4fa/index.m3u8
MoreMax,http://193.233.206.48:8090/live/rx4/1176/6b7b23c293e65fc4e73bfed377f3b8cc/index.m3u8
Hallmark Movie,http://193.233.206.48:8090/live/rx4/1179/52f13bc104486f6c1245db10ad5cf670/index.m3u8
TCM,http://193.233.206.48:8090/live/rx3/1180/3718606278fd926754d0eead0491bcef/index.m3u8
Starz in Black,http://193.233.206.48:8090/live/rx4/1181/c3aea67145e42773978d2a43afdfe8ce/index.m3u8
Fight network,http://193.233.206.48:8090/live/rx4/1527/79ee9afe001e9f849571693a893d28d6/index.m3u8
NFL Network,http://193.233.206.48:8090/live/rx4/1189/a71809cd7bc3b9445a5753a1d05b9d6d/index.m3u8
Food network 美,http://193.233.206.48:8090/live/rx4/1526/e4073aca6a2047dfd29a31c7f5266cf1/index.m3u8
Cartoon Network US,http://193.233.206.48:8090/live/rx4/1211/b1f979ab22927290d27e68fa82ee47d2/index.m3u8
Diy network,http://193.233.206.48:8090/live/rx4/1528/18322d001d8a7826e15d0d019cb48581/index.m3u8
Golf,http://193.233.206.48:8090/live/rx4/1190/3eb438350af606761360d4e1886ca9f7/index.m3u8
